Protein,Log2Intensity,Run,Condition,BioReplicate,Intensity
sp|P00445|SODC_YEAST,29.99689986,JD_06232014_sample2_C.raw,Condition2,2,1071436988
sp|P00445|SODC_YEAST,29.8358934,JD_06232014_sample3_A.raw,Condition3,3,958294202.7
sp|P00445|SODC_YEAST,29.84341031,JD_06232014_sample3_B.raw,Condition3,3,963300257.1
sp|P00445|SODC_YEAST,29.92546843,JD_06232014_sample3_C.raw,Condition3,3,1019679367
sp|P00445|SODC_YEAST,29.96848847,JD_06232014_sample4_B.raw,Condition4,4,1050543292
sp|P00445|SODC_YEAST,30.0556863,JD_06232014_sample4_C.raw,Condition4,4,1115997230
sp|P00445|SODC_YEAST,29.56410035,JD_06232014_sample4-A.raw,Condition4,4,793744995.6
sp|P00447|SODM_YEAST,26.51823795,JD_06232014_sample1_B.raw,Condition1,1,96113646.64
sp|P00447|SODM_YEAST,26.34285225,JD_06232014_sample1_C.raw,Condition1,1,85111588.98
sp|P00447|SODM_YEAST,26.47052179,JD_06232014_sample1-A.raw,Condition1,1,92986748.03
sp|P00447|SODM_YEAST,26.43138651,JD_06232014_sample2_A.raw,Condition2,2,90498246.94
sp|P00447|SODM_YEAST,26.51090484,JD_06232014_sample2_B.raw,Condition2,2,95626347.73
sp|P00447|SODM_YEAST,26.36568399,JD_06232014_sample2_C.raw,Condition2,2,86469258.98
sp|P00447|SODM_YEAST,26.50419003,JD_06232014_sample3_A.raw,Condition3,3,95182303.26
sp|P00447|SODM_YEAST,26.41500163,JD_06232014_sample3_B.raw,Condition3,3,89476260.69
sp|P00447|SODM_YEAST,26.34814153,JD_06232014_sample3_C.raw,Condition3,3,85424202.01
sp|P00447|SODM_YEAST,26.50346858,JD_06232014_sample4_B.raw,Condition4,4,95134717.24
sp|P00447|SODM_YEAST,26.56188596,JD_06232014_sample4_C.raw,Condition4,4,99065951.55
sp|P00447|SODM_YEAST,26.52783863,JD_06232014_sample4-A.raw,Condition4,4,96755385.53
sp|P00498|HIS1_YEAST,25.88713581,JD_06232014_sample1_B.raw,Condition1,1,62058943.9
sp|P00498|HIS1_YEAST,25.65759434,JD_06232014_sample1_C.raw,Condition1,1,52930441.06
sp|P00498|HIS1_YEAST,25.8337496,JD_06232014_sample1-A.raw,Condition1,1,59804454.05
sp|P00498|HIS1_YEAST,25.89101994,JD_06232014_sample2_A.raw,Condition2,2,62226248.68
sp|P00498|HIS1_YEAST,25.89571813,JD_06232014_sample2_B.raw,Condition2,2,62429221.09
sp|P00498|HIS1_YEAST,25.69104074,JD_06232014_sample2_C.raw,Condition2,2,54171876.86
sp|P00498|HIS1_YEAST,25.78279392,JD_06232014_sample3_A.raw,Condition3,3,57729040.86
sp|P00498|HIS1_YEAST,25.82014886,JD_06232014_sample3_B.raw,Condition3,3,59243307.85
sp|P00498|HIS1_YEAST,25.69258759,JD_06232014_sample3_C.raw,Condition3,3,54229990.81
sp|P00498|HIS1_YEAST,25.76585557,JD_06232014_sample4_B.raw,Condition4,4,57055220.82
sp|P00498|HIS1_YEAST,25.75291729,JD_06232014_sample4_C.raw,Condition4,4,56545829.6
sp|P00498|HIS1_YEAST,25.89367406,JD_06232014_sample4-A.raw,Condition4,4,62340831.42
sp|P00546|CDK1_YEAST,25.00744988,JD_06232014_sample1_B.raw,Condition1,1,33728150.64
sp|P00546|CDK1_YEAST,24.84149963,JD_06232014_sample1_C.raw,Condition1,1,30063291.36
sp|P00546|CDK1_YEAST,24.9602517,JD_06232014_sample1-A.raw,Condition1,1,32642578.79
sp|P00546|CDK1_YEAST,24.84721682,JD_06232014_sample2_A.raw,Condition2,2,30182664.17
sp|P00546|CDK1_YEAST,24.84601426,JD_06232014_sample2_B.raw,Condition2,2,30157515.86
sp|P00546|CDK1_YEAST,24.76834488,JD_06232014_sample2_C.raw,Condition2,2,28576876.1
sp|P00546|CDK1_YEAST,24.82091047,JD_06232014_sample3_A.raw,Condition3,3,29637295.56
sp|P00546|CDK1_YEAST,24.8182377,JD_06232014_sample3_B.raw,Condition3,3,29582439.65
sp|P00546|CDK1_YEAST,24.6484364,JD_06232014_sample3_C.raw,Condition3,3,26297756.67
sp|P00546|CDK1_YEAST,24.94738679,JD_06232014_sample4_B.raw,Condition4,4,32352789.88
sp|P00546|CDK1_YEAST,24.68957383,JD_06232014_sample4_C.raw,Condition4,4,27058411.86
sp|P00546|CDK1_YEAST,24.8001987,JD_06232014_sample4-A.raw,Condition4,4,29214853.11
sp|P00549|KPYK1_YEAST,30.08015726,JD_06232014_sample1_B.raw,Condition1,1,1135088202
sp|P00549|KPYK1_YEAST,30.05892732,JD_06232014_sample1_C.raw,Condition1,1,1118507140
sp|P00549|KPYK1_YEAST,30.10654806,JD_06232014_sample1-A.raw,Condition1,1,1156043116
sp|P00549|KPYK1_YEAST,30.12996621,JD_06232014_sample2_A.raw,Condition2,2,1174961395
sp|P00549|KPYK1_YEAST,30.08984987,JD_06232014_sample2_B.raw,Condition2,2,1142739859
sp|P00549|KPYK1_YEAST,30.10033778,JD_06232014_sample2_C.raw,Condition2,2,1151077464
sp|P00549|KPYK1_YEAST,30.11905445,JD_06232014_sample3_A.raw,Condition3,3,1166108150
sp|P00549|KPYK1_YEAST,30.06637017,JD_06232014_sample3_B.raw,Condition3,3,1124292418
sp|P00549|KPYK1_YEAST,30.08509001,JD_06232014_sample3_C.raw,Condition3,3,1138975849
sp|P00549|KPYK1_YEAST,30.08285594,JD_06232014_sample4_B.raw,Condition4,4,1137213465
sp|P00549|KPYK1_YEAST,30.13846712,JD_06232014_sample4_C.raw,Condition4,4,1181905154
sp|P00549|KPYK1_YEAST,30.24863076,JD_06232014_sample4-A.raw,Condition4,4,1275690104
sp|P00560|PGK_YEAST,30.65767931,JD_06232014_sample1_B.raw,Condition1,1,1693873875
sp|P00560|PGK_YEAST,30.60595456,JD_06232014_sample1_C.raw,Condition1,1,1634219425
sp|P00560|PGK_YEAST,30.65162018,JD_06232014_sample1-A.raw,Condition1,1,1686774745
sp|P00560|PGK_YEAST,30.76200588,JD_06232014_sample2_A.raw,Condition2,2,1820901680
sp|P00560|PGK_YEAST,30.67144024,JD_06232014_sample2_B.raw,Condition2,2,1710107936
sp|P00560|PGK_YEAST,30.6491133,JD_06232014_sample2_C.raw,Condition2,2,1683846288
sp|P00560|PGK_YEAST,30.55740039,JD_06232014_sample3_A.raw,Condition3,3,1580134687
sp|P00560|PGK_YEAST,30.59463307,JD_06232014_sample3_B.raw,Condition3,3,1621445144
sp|P00560|PGK_YEAST,30.57670436,JD_06232014_sample3_C.raw,Condition3,3,1601419752
sp|P00560|PGK_YEAST,30.64307781,JD_06232014_sample4_B.raw,Condition4,4,1676816660
sp|P00560|PGK_YEAST,30.57122944,JD_06232014_sample4_C.raw,Condition4,4,1595354001
sp|P00560|PGK_YEAST,30.83205286,JD_06232014_sample4-A.raw,Condition4,4,1911493118
sp|P00572|KTHY_YEAST,25.29910341,JD_06232014_sample1_B.raw,Condition1,1,41284686.38
sp|P00572|KTHY_YEAST,24.83875161,JD_06232014_sample1_C.raw,Condition1,1,30006081.84
sp|P00572|KTHY_YEAST,25.15460832,JD_06232014_sample1-A.raw,Condition1,1,37350088.35
sp|P00572|KTHY_YEAST,25.12975295,JD_06232014_sample2_A.raw,Condition2,2,36712116.39
sp|P00572|KTHY_YEAST,24.73013704,JD_06232014_sample2_B.raw,Condition2,2,27829989.72
sp|P00572|KTHY_YEAST,24.79442548,JD_06232014_sample2_C.raw,Condition2,2,29098177.9
sp|P00572|KTHY_YEAST,25.0346792,JD_06232014_sample3_A.raw,Condition3,3,34370778.66
sp|P00572|KTHY_YEAST,24.55065452,JD_06232014_sample3_B.raw,Condition3,3,24574428.33
sp|P00572|KTHY_YEAST,24.57778282,JD_06232014_sample3_C.raw,Condition3,3,25040895.49
sp|P00572|KTHY_YEAST,24.94422459,JD_06232014_sample4_B.raw,Condition4,4,32281954.43
sp|P00572|KTHY_YEAST,24.70784166,JD_06232014_sample4_C.raw,Condition4,4,27403211.82
sp|P00572|KTHY_YEAST,24.90863993,JD_06232014_sample4-A.raw,Condition4,4,31495446.54
sp|P00635|PPA5_YEAST,27.17695564,JD_06232014_sample1_B.raw,Condition1,1,151732578.6
sp|P00635|PPA5_YEAST,27.17494719,JD_06232014_sample1_C.raw,Condition1,1,151521490.8
sp|P00635|PPA5_YEAST,27.15249134,JD_06232014_sample1-A.raw,Condition1,1,149181287.3
sp|P00635|PPA5_YEAST,27.03834775,JD_06232014_sample2_A.raw,Condition2,2,137833157.8
sp|P00635|PPA5_YEAST,27.08992998,JD_06232014_sample2_B.raw,Condition2,2,142850414.3
sp|P00635|PPA5_YEAST,26.94425656,JD_06232014_sample2_C.raw,Condition2,2,129130679.2
sp|P00635|PPA5_YEAST,27.05186989,JD_06232014_sample3_A.raw,Condition3,3,139131118.2
sp|P00635|PPA5_YEAST,27.11554216,JD_06232014_sample3_B.raw,Condition3,3,145409084.1
sp|P00635|PPA5_YEAST,26.9664597,JD_06232014_sample3_C.raw,Condition3,3,131133377.3
sp|P00635|PPA5_YEAST,27.09250776,JD_06232014_sample4_B.raw,Condition4,4,143105884.9
sp|P00635|PPA5_YEAST,26.8524739,JD_06232014_sample4_C.raw,Condition4,4,121171393.3
sp|P00635|PPA5_YEAST,26.92232067,JD_06232014_sample4-A.raw,Condition4,4,127182124.3
sp|P00724|INV2_YEAST,24.93053629,JD_06232014_sample1_B.raw,Condition1,1,31977111.5
sp|P00724|INV2_YEAST,24.85075804,JD_06232014_sample1_C.raw,Condition1,1,30256841.14
sp|P00724|INV2_YEAST,24.83446543,JD_06232014_sample1-A.raw,Condition1,1,29917067.46
sp|P00724|INV2_YEAST,24.92286915,JD_06232014_sample2_A.raw,Condition2,2,31807621.31
sp|P00724|INV2_YEAST,24.89602481,JD_06232014_sample2_B.raw,Condition2,2,31221246.68
sp|P00724|INV2_YEAST,24.86390413,JD_06232014_sample2_C.raw,Condition2,2,30533806.74
sp|P00724|INV2_YEAST,24.76479869,JD_06232014_sample3_A.raw,Condition3,3,28506719.49
sp|P00724|INV2_YEAST,24.80741797,JD_06232014_sample3_B.raw,Condition3,3,29361411.11
sp|P00724|INV2_YEAST,24.76728233,JD_06232014_sample3_C.raw,Condition3,3,28555836.88
sp|P00724|INV2_YEAST,24.78382132,JD_06232014_sample4_B.raw,Condition4,4,28885083.31
sp|P00724|INV2_YEAST,24.6693067,JD_06232014_sample4_C.raw,Condition4,4,26680950
sp|P00724|INV2_YEAST,24.8459021,JD_06232014_sample4-A.raw,Condition4,4,30155171.41
sp|P00729|CBPY_YEAST,26.52638338,JD_06232014_sample1_B.raw,Condition1,1,96657837.35
sp|P00729|CBPY_YEAST,26.48603647,JD_06232014_sample1_C.raw,Condition1,1,93992119.67
sp|P00729|CBPY_YEAST,26.65447196,JD_06232014_sample1-A.raw,Condition1,1,105632018.5
sp|P00729|CBPY_YEAST,26.57039175,JD_06232014_sample2_A.raw,Condition2,2,99651746.21
sp|P00729|CBPY_YEAST,26.55536658,JD_06232014_sample2_B.raw,Condition2,2,98619293.38
sp|P00729|CBPY_YEAST,26.46537081,JD_06232014_sample2_C.raw,Condition2,2,92655341.31
sp|P00729|CBPY_YEAST,26.54807481,JD_06232014_sample3_A.raw,Condition3,3,98122102.39
sp|P00729|CBPY_YEAST,26.54436399,JD_06232014_sample3_B.raw,Condition3,3,97870042.48
sp|P00729|CBPY_YEAST,26.45170473,JD_06232014_sample3_C.raw,Condition3,3,91781797.77
sp|P00729|CBPY_YEAST,26.50827915,JD_06232014_sample4_B.raw,Condition4,4,95452467.05
sp|P00729|CBPY_YEAST,26.62029927,JD_06232014_sample4_C.raw,Condition4,4,103159344.5
sp|P00729|CBPY_YEAST,26.64414439,JD_06232014_sample4-A.raw,Condition4,4,104878549
sp|P00761|TRYP_PIG,27.49028285,JD_06232014_sample1_B.raw,Condition1,1,188538360.9
sp|P00761|TRYP_PIG,27.31917267,JD_06232014_sample1_C.raw,Condition1,1,167452035.2
sp|P00761|TRYP_PIG,27.5185534,JD_06232014_sample1-A.raw,Condition1,1,192269329
sp|P00761|TRYP_PIG,27.44497105,JD_06232014_sample2_A.raw,Condition2,2,182708821.4
sp|P00761|TRYP_PIG,27.65467124,JD_06232014_sample2_B.raw,Condition2,2,211293220.9
sp|P00761|TRYP_PIG,27.60233269,JD_06232014_sample2_C.raw,Condition2,2,203765235.1
sp|P00761|TRYP_PIG,27.57062036,JD_06232014_sample3_A.raw,Condition3,3,199335076.6
sp|P00761|TRYP_PIG,27.53624084,JD_06232014_sample3_B.raw,Condition3,3,194641059.8
sp|P00761|TRYP_PIG,27.54391482,JD_06232014_sample3_C.raw,Condition3,3,195679152.5
sp|P00761|TRYP_PIG,27.53735492,JD_06232014_sample4_B.raw,Condition4,4,194791423.9
sp|P00761|TRYP_PIG,27.62213946,JD_06232014_sample4_C.raw,Condition4,4,206582021
sp|P00761|TRYP_PIG,27.72206935,JD_06232014_sample4-A.raw,Condition4,4,221398368.5
sp|P00812|ARGI_YEAST,26.8215234,JD_06232014_sample1_B.raw,Condition1,1,118599558.6
sp|P00812|ARGI_YEAST,26.78973971,JD_06232014_sample1_C.raw,Condition1,1,116015289.7
sp|P00812|ARGI_YEAST,26.93779822,JD_06232014_sample1-A.raw,Condition1,1,128553907.3
sp|P00812|ARGI_YEAST,26.42294783,JD_06232014_sample2_A.raw,Condition2,2,89970445.45
sp|P00812|ARGI_YEAST,26.84568104,JD_06232014_sample2_B.raw,Condition2,2,120602204.7
sp|P00812|ARGI_YEAST,26.71973218,JD_06232014_sample2_C.raw,Condition2,2,110519996.4
sp|P00812|ARGI_YEAST,26.55458216,JD_06232014_sample3_A.raw,Condition3,3,98565686.82
sp|P00812|ARGI_YEAST,26.69377223,JD_06232014_sample3_B.raw,Condition3,3,108549077.9
sp|P00812|ARGI_YEAST,26.78006656,JD_06232014_sample3_C.raw,Condition3,3,115240018.8
sp|P00812|ARGI_YEAST,26.79050152,JD_06232014_sample4_B.raw,Condition4,4,116076567.3
sp|P00812|ARGI_YEAST,26.82051728,JD_06232014_sample4_C.raw,Condition4,4,118516877.4
sp|P00812|ARGI_YEAST,26.70704229,JD_06232014_sample4-A.raw,Condition4,4,109552129.7
sp|P00815|HIS2_YEAST,27.19798328,JD_06232014_sample1_B.raw,Condition1,1,153960314.2
sp|P00815|HIS2_YEAST,27.15756887,JD_06232014_sample1_C.raw,Condition1,1,149707252.2
sp|P00815|HIS2_YEAST,27.15776051,JD_06232014_sample1-A.raw,Condition1,1,149727139.8
sp|P00815|HIS2_YEAST,27.20618797,JD_06232014_sample2_A.raw,Condition2,2,154838389.9
sp|P00815|HIS2_YEAST,27.21351585,JD_06232014_sample2_B.raw,Condition2,2,155626861.2
sp|P00815|HIS2_YEAST,27.14895045,JD_06232014_sample2_C.raw,Condition2,2,148815592
sp|P00815|HIS2_YEAST,27.10330313,JD_06232014_sample3_A.raw,Condition3,3,144180731.2
sp|P00815|HIS2_YEAST,27.17095958,JD_06232014_sample3_B.raw,Condition3,3,151103263.6
sp|P00815|HIS2_YEAST,27.10848466,JD_06232014_sample3_C.raw,Condition3,3,144699496.4
sp|P00815|HIS2_YEAST,27.15495898,JD_06232014_sample4_B.raw,Condition4,4,149436670.9
sp|P00815|HIS2_YEAST,27.12981334,JD_06232014_sample4_C.raw,Condition4,4,146854612.6
sp|P00815|HIS2_YEAST,27.2375455,JD_06232014_sample4-A.raw,Condition4,4,158240703
sp|P00817|IPYR_YEAST,26.69154934,JD_06232014_sample1_B.raw,Condition1,1,108381955.4
sp|P00817|IPYR_YEAST,26.68901427,JD_06232014_sample1_C.raw,Condition1,1,108191676.4
sp|P00817|IPYR_YEAST,26.76150093,JD_06232014_sample1-A.raw,Condition1,1,113766529.2
sp|P00817|IPYR_YEAST,26.79337715,JD_06232014_sample2_A.raw,Condition2,2,116308165.9
sp|P00817|IPYR_YEAST,26.70532972,JD_06232014_sample2_B.raw,Condition2,2,109422161.6
sp|P00817|IPYR_YEAST,26.79337314,JD_06232014_sample2_C.raw,Condition2,2,116307842.6
sp|P00817|IPYR_YEAST,26.7613976,JD_06232014_sample3_A.raw,Condition3,3,113758381.2
sp|P00817|IPYR_YEAST,26.79638195,JD_06232014_sample3_B.raw,Condition3,3,116550661.4
sp|P00817|IPYR_YEAST,26.70920696,JD_06232014_sample3_C.raw,Condition3,3,109716628.9
sp|P00817|IPYR_YEAST,26.70341898,JD_06232014_sample4_B.raw,Condition4,4,109277336.2
sp|P00817|IPYR_YEAST,26.79074006,JD_06232014_sample4_C.raw,Condition4,4,116095761.4
sp|P00817|IPYR_YEAST,26.85255109,JD_06232014_sample4-A.raw,Condition4,4,121177876.6
sp|P00830|ATPB_YEAST,27.4994956,JD_06232014_sample1_B.raw,Condition1,1,189746179.9
sp|P00830|ATPB_YEAST,27.4365379,JD_06232014_sample1_C.raw,Condition1,1,181643928.1
sp|P00830|ATPB_YEAST,27.44960527,JD_06232014_sample1-A.raw,Condition1,1,183296661.7
sp|P00830|ATPB_YEAST,27.46283548,JD_06232014_sample2_A.raw,Condition2,2,184985311.6
sp|P00830|ATPB_YEAST,27.48143012,JD_06232014_sample2_B.raw,Condition2,2,187384985.7
sp|P00830|ATPB_YEAST,27.47563126,JD_06232014_sample2_C.raw,Condition2,2,186633310.3
sp|P00830|ATPB_YEAST,27.50490216,JD_06232014_sample3_A.raw,Condition3,3,190458595.8
sp|P00830|ATPB_YEAST,27.52651248,JD_06232014_sample3_B.raw,Condition3,3,193332974.4
sp|P00830|ATPB_YEAST,27.40816876,JD_06232014_sample3_C.raw,Condition3,3,178106973.1
sp|P00830|ATPB_YEAST,27.53031611,JD_06232014_sample4_B.raw,Condition4,4,193843364.5
sp|P00830|ATPB_YEAST,27.47406976,JD_06232014_sample4_C.raw,Condition4,4,186431417.1
sp|P00830|ATPB_YEAST,27.61318889,JD_06232014_sample4-A.raw,Condition4,4,205304340.8
sp|P00890|CISY1_YEAST,26.78955557,JD_06232014_sample1_B.raw,Condition1,1,116000482.9
sp|P00890|CISY1_YEAST,26.80912018,JD_06232014_sample1_C.raw,Condition1,1,117584298.2
sp|P00890|CISY1_YEAST,26.84385757,JD_06232014_sample1-A.raw,Condition1,1,120449867.9
sp|P00890|CISY1_YEAST,26.87159583,JD_06232014_sample2_A.raw,Condition2,2,122788127.4
sp|P00890|CISY1_YEAST,26.81923061,JD_06232014_sample2_B.raw,Condition2,2,118411225.1
sp|P00890|CISY1_YEAST,26.81484355,JD_06232014_sample2_C.raw,Condition2,2,118051697.8
sp|P00890|CISY1_YEAST,26.89307395,JD_06232014_sample3_A.raw,Condition3,3,124629810.5
sp|P00890|CISY1_YEAST,26.76003932,JD_06232014_sample3_B.raw,Condition3,3,113651329.5
sp|P00890|CISY1_YEAST,26.79128768,JD_06232014_sample3_C.raw,Condition3,3,116139837.5
sp|P00890|CISY1_YEAST,26.79313124,JD_06232014_sample4_B.raw,Condition4,4,116288342.7
sp|P00890|CISY1_YEAST,26.8585281,JD_06232014_sample4_C.raw,Condition4,4,121680951.6
sp|P00890|CISY1_YEAST,26.87019609,JD_06232014_sample4-A.raw,Condition4,4,122669053
sp|P00899|TRPE_YEAST,27.06045224,JD_06232014_sample1_B.raw,Condition1,1,139961252.6
sp|P00899|TRPE_YEAST,27.09215619,JD_06232014_sample1_C.raw,Condition1,1,143071015.7
sp|P00899|TRPE_YEAST,27.09919869,JD_06232014_sample1-A.raw,Condition1,1,143771122.7
sp|P00899|TRPE_YEAST,27.15932581,JD_06232014_sample2_A.raw,Condition2,2,149889679.4
sp|P00899|TRPE_YEAST,27.05262385,JD_06232014_sample2_B.raw,Condition2,2,139203847.9
sp|P00899|TRPE_YEAST,27.03120484,JD_06232014_sample2_C.raw,Condition2,2,137152420.3
sp|P00899|TRPE_YEAST,27.04870683,JD_06232014_sample3_A.raw,Condition3,3,138826412.1
sp|P00899|TRPE_YEAST,26.98550842,JD_06232014_sample3_B.raw,Condition3,3,132876286.6
sp|P00899|TRPE_YEAST,26.96391078,JD_06232014_sample3_C.raw,Condition3,3,130901898.5
sp|P00899|TRPE_YEAST,27.06814938,JD_06232014_sample4_B.raw,Condition4,4,140709976.5
sp|P00899|TRPE_YEAST,26.92211762,JD_06232014_sample4_C.raw,Condition4,4,127164225.5
sp|P00899|TRPE_YEAST,27.14719385,JD_06232014_sample4-A.raw,Condition4,4,148634507
sp|P00924|ENO1_YEAST,28.95044504,JD_06232014_sample1_B.raw,Condition1,1,518743114.1
sp|P00924|ENO1_YEAST,28.97306012,JD_06232014_sample1_C.raw,Condition1,1,526938780.8
sp|P00924|ENO1_YEAST,28.96237431,JD_06232014_sample1-A.raw,Condition1,1,523050248.7
sp|P00924|ENO1_YEAST,29.04869281,JD_06232014_sample2_A.raw,Condition2,2,555300252.1
sp|P00924|ENO1_YEAST,29.01588011,JD_06232014_sample2_B.raw,Condition2,2,542813029.4
sp|P00924|ENO1_YEAST,29.04426122,JD_06232014_sample2_C.raw,Condition2,2,553597128.9
sp|P00924|ENO1_YEAST,29.08271061,JD_06232014_sample3_A.raw,Condition3,3,568549456.7
sp|P00924|ENO1_YEAST,29.07289606,JD_06232014_sample3_B.raw,Condition3,3,564694782.2
sp|P00924|ENO1_YEAST,29.08355071,JD_06232014_sample3_C.raw,Condition3,3,568880626.8
sp|P00924|ENO1_YEAST,29.00858264,JD_06232014_sample4_B.raw,Condition4,4,540074293.7
sp|P00924|ENO1_YEAST,28.9929024,JD_06232014_sample4_C.raw,Condition4,4,534236164.5
sp|P00924|ENO1_YEAST,29.06043032,JD_06232014_sample4-A.raw,Condition4,4,559836504.1
sp|P00925|ENO2_YEAST,28.93707514,JD_06232014_sample1_B.raw,Condition1,1,513957968.6
sp|P00925|ENO2_YEAST,28.87221424,JD_06232014_sample1_C.raw,Condition1,1,491363086.9
sp|P00925|ENO2_YEAST,28.90475488,JD_06232014_sample1-A.raw,Condition1,1,502571939
sp|P00925|ENO2_YEAST,28.96776617,JD_06232014_sample2_A.raw,Condition2,2,525008729.4
sp|P00925|ENO2_YEAST,28.96773296,JD_06232014_sample2_B.raw,Condition2,2,524996644.1
sp|P00925|ENO2_YEAST,29.02760933,JD_06232014_sample2_C.raw,Condition2,2,547244128.7
sp|P00925|ENO2_YEAST,28.93524115,JD_06232014_sample3_A.raw,Condition3,3,513305027.5
sp|P00925|ENO2_YEAST,29.05452961,JD_06232014_sample3_B.raw,Condition3,3,557551415.2
sp|P00925|ENO2_YEAST,29.02412421,JD_06232014_sample3_C.raw,Condition3,3,545923745.9
sp|P00925|ENO2_YEAST,29.01609001,JD_06232014_sample4_B.raw,Condition4,4,542892009.9
sp|P00925|ENO2_YEAST,29.00907938,JD_06232014_sample4_C.raw,Condition4,4,540260280.8
sp|P00925|ENO2_YEAST,29.2026474,JD_06232014_sample4-A.raw,Condition4,4,617835445.3
sp|P00927|THDH_YEAST,26.48693123,JD_06232014_sample1_B.raw,Condition1,1,94050431.7
sp|P00927|THDH_YEAST,26.34990697,JD_06232014_sample1_C.raw,Condition1,1,85528800.43
sp|P00927|THDH_YEAST,26.48649703,JD_06232014_sample1-A.raw,Condition1,1,94022130.11
sp|P00927|THDH_YEAST,26.52284401,JD_06232014_sample2_A.raw,Condition2,2,96420996.89
sp|P00927|THDH_YEAST,26.41207732,JD_06232014_sample2_B.raw,Condition2,2,89295078.03
sp|P00927|THDH_YEAST,26.40632053,JD_06232014_sample2_C.raw,Condition2,2,88939473.59
sp|P00927|THDH_YEAST,26.44410464,JD_06232014_sample3_A.raw,Condition3,3,91299564.33
sp|P00927|THDH_YEAST,26.39087495,JD_06232014_sample3_B.raw,Condition3,3,87992361.2
sp|P00927|THDH_YEAST,26.35504602,JD_06232014_sample3_C.raw,Condition3,3,85834007.38
sp|P00927|THDH_YEAST,26.39920106,JD_06232014_sample4_B.raw,Condition4,4,88501652.65
sp|P00927|THDH_YEAST,26.37674062,JD_06232014_sample4_C.raw,Condition4,4,87134494.19
sp|P00927|THDH_YEAST,26.55012794,JD_06232014_sample4-A.raw,Condition4,4,98261841.45
sp|P00931|TRP_YEAST,26.87863827,JD_06232014_sample1_B.raw,Condition1,1,123388976.5
sp|P00931|TRP_YEAST,26.83749472,JD_06232014_sample1_C.raw,Condition1,1,119919806.5
sp|P00931|TRP_YEAST,26.88017223,JD_06232014_sample1-A.raw,Condition1,1,123520240.9
sp|P00931|TRP_YEAST,26.83439624,JD_06232014_sample2_A.raw,Condition2,2,119662530.8
sp|P00931|TRP_YEAST,26.83357023,JD_06232014_sample2_B.raw,Condition2,2,119594038.1
sp|P00931|TRP_YEAST,26.88206321,JD_06232014_sample2_C.raw,Condition2,2,123682248.4
sp|P00931|TRP_YEAST,26.88929963,JD_06232014_sample3_A.raw,Condition3,3,124304185.2
sp|P00931|TRP_YEAST,26.90463108,JD_06232014_sample3_B.raw,Condition3,3,125632203.6
sp|P00931|TRP_YEAST,26.93169241,JD_06232014_sample3_C.raw,Condition3,3,128010988
sp|P00931|TRP_YEAST,26.85834953,JD_06232014_sample4_B.raw,Condition4,4,121665891.4
sp|P00931|TRP_YEAST,26.91090277,JD_06232014_sample4_C.raw,Condition4,4,126179541.3
sp|P00931|TRP_YEAST,26.95449007,JD_06232014_sample4-A.raw,Condition4,4,130049901.9
sp|P00937|TRPG_YEAST,25.98029234,JD_06232014_sample1_B.raw,Condition1,1,66198369.16
sp|P00937|TRPG_YEAST,25.99170617,JD_06232014_sample1_C.raw,Condition1,1,66724172.38
sp|P00937|TRPG_YEAST,26.01863043,JD_06232014_sample1-A.raw,Condition1,1,67981102.8
sp|P00937|TRPG_YEAST,26.03599812,JD_06232014_sample2_A.raw,Condition2,2,68804429.97
sp|P00937|TRPG_YEAST,25.99596748,JD_06232014_sample2_B.raw,Condition2,2,66921547.92
sp|P00937|TRPG_YEAST,25.89464777,JD_06232014_sample2_C.raw,Condition2,2,62382920.96
sp|P00937|TRPG_YEAST,26.06257051,JD_06232014_sample3_A.raw,Condition3,3,70083452.41
sp|P00937|TRPG_YEAST,25.80768241,JD_06232014_sample3_B.raw,Condition3,3,58733586.86
sp|P00937|TRPG_YEAST,25.82597971,JD_06232014_sample3_C.raw,Condition3,3,59483232.33
sp|P00937|TRPG_YEAST,26.01077825,JD_06232014_sample4_B.raw,Condition4,4,67612106.02
sp|P00937|TRPG_YEAST,25.72459436,JD_06232014_sample4_C.raw,Condition4,4,55446550
sp|P00937|TRPG_YEAST,25.89905448,JD_06232014_sample4-A.raw,Condition4,4,62573760.82
sp|P00942|TPIS_YEAST,29.18786195,JD_06232014_sample1_B.raw,Condition1,1,611535898.6
sp|P00942|TPIS_YEAST,29.15936021,JD_06232014_sample1_C.raw,Condition1,1,599573014
sp|P00942|TPIS_YEAST,29.1722608,JD_06232014_sample1-A.raw,Condition1,1,604958442.8
